ORIG_FID,SIA2024BuildingType,BuildingAge,GlazingRatio
65099,MFH,1981,36
65100,MFH,1987,40
65101,MFH,1904,14
65102,MFH,2010,15
65103,MFH,1987,20
65104,MFH,1961,32
65105,MFH,1941,43
65106,MFH,1986,51
65107,MFH,1904,54
65108,MFH,2017,24
65109,MFH,1908,20
65110,MFH,1970,45
65111,MFH,1955,34
65112,MFH,1919,53
65113,MFH,1951,27
65114,MFH,1974,25
65115,MFH,1941,58
65116,MFH,2009,54
65117,MFH,1981,58
65118,MFH,1929,36
65119,MFH,1902,18
65120,MFH,1946,41
65121,MFH,1947,24
65122,MFH,1989,52
65123,MFH,2015,39
65124,MFH,1902,33
65125,MFH,1955,48
65126,MFH,1978,59
65127,MFH,1998,17
65128,MFH,1971,11
65129,MFH,1953,36
65130,MFH,1900,41
65131,MFH,1919,18
65132,MFH,1946,14
65133,MFH,1974,34
65134,MFH,1936,47
65135,MFH,2003,29
65136,MFH,1996,35
65137,MFH,1935,42
65138,MFH,2015,41
65139,MFH,1986,39
65140,MFH,1927,51
65141,MFH,2012,49
65142,MFH,1986,50
65143,MFH,1924,22
65144,MFH,1956,30
65145,MFH,1972,55
65146,MFH,1913,29
65147,MFH,1908,13
65148,MFH,2005,17
65149,MFH,1981,32
65150,MFH,2014,27
65151,MFH,1921,57
65152,MFH,1967,46
65153,MFH,1908,48
65154,MFH,1972,43
65155,MFH,2014,30
65156,MFH,1952,10
65157,MFH,1947,18
65158,MFH,1994,38
65159,MFH,1964,14
65160,MFH,2007,58
65161,MFH,2000,41
65162,MFH,1922,42
65163,MFH,1957,21
65164,MFH,1979,27
65165,MFH,2002,56
65166,MFH,1984,15
65167,MFH,2014,42
65168,MFH,1907,10
65169,MFH,1939,32
65170,MFH,1908,14
65171,MFH,1902,11
65172,MFH,1983,17
65173,MFH,1911,32
65174,MFH,1957,59
65175,MFH,1951,12
65176,MFH,1906,16
65177,MFH,1955,36
65178,MFH,1987,37
65179,MFH,1900,55
65180,MFH,2014,11
65181,MFH,2011,22
65182,MFH,1945,59
65183,MFH,1965,42
65184,MFH,1962,55
65185,MFH,1977,28
65186,MFH,1954,18
65187,MFH,1920,39
65188,MFH,1969,45
65189,MFH,1942,21
65190,MFH,1971,25
65191,MFH,2004,30
65192,MFH,1917,49
65193,MFH,1950,12
65194,MFH,1950,23
65195,MFH,1924,24
65196,MFH,1983,36
65197,MFH,1983,38
65198,MFH,1902,13
65199,MFH,2004,37
65200,MFH,1908,19
65201,MFH,1999,27
65202,MFH,1937,10
65203,MFH,1944,44
65204,MFH,1975,58
65205,MFH,1945,21
65206,MFH,2002,10
65207,MFH,1981,12
65208,MFH,1911,54
65209,MFH,1975,26
65210,MFH,1951,17
65211,MFH,1981,14
65212,MFH,2008,29
65213,MFH,1963,37
65214,MFH,1949,42
65215,MFH,1900,42
65216,MFH,1966,52
65217,MFH,1923,50
65218,MFH,1972,44
65219,MFH,1990,50
65220,MFH,1933,47
65221,MFH,1943,24
65222,MFH,1953,49
65223,MFH,1935,34
65224,MFH,1927,23
65225,MFH,1938,25
65226,MFH,2002,26
65227,MFH,1925,11
65228,MFH,1958,39
65229,MFH,2004,23
65230,MFH,1949,23
65231,MFH,1919,26
65232,MFH,1982,31
65233,MFH,2009,39
65234,MFH,1988,19
65235,MFH,1909,43
65236,MFH,1994,47
65237,MFH,2012,37
65238,MFH,1939,32
65239,MFH,1975,29
65240,MFH,2006,11
65241,MFH,1956,23
65242,MFH,1981,21
65243,MFH,1969,42
65244,MFH,1988,36
65245,MFH,1990,52
65246,MFH,1986,46
65247,MFH,1973,47
65248,MFH,2010,39
65249,MFH,1987,24
65250,MFH,1927,28
65251,MFH,1976,20
65252,MFH,1956,48
65253,MFH,1906,51
65254,MFH,1974,17
65255,MFH,2005,20
65256,MFH,1911,14
65257,MFH,2015,14
65258,MFH,1957,59
65259,MFH,2018,13
65260,MFH,2006,48
65261,MFH,1953,24
65262,MFH,1952,40
65263,MFH,1967,39
65264,MFH,1943,15
65265,MFH,1932,51
65266,MFH,1971,39
65267,MFH,1925,53
65268,MFH,1972,35
65269,MFH,1997,18
65270,MFH,2003,56
65271,MFH,1940,56
65272,MFH,2010,35
65273,MFH,1938,29
65274,MFH,1947,30
65275,MFH,1935,51
65276,MFH,2012,14
65277,MFH,1919,19
65278,MFH,1949,17
65279,MFH,1931,20
65280,MFH,1952,30
65281,MFH,1916,36
65282,MFH,1951,50
65283,MFH,1957,54
65284,MFH,1943,57
65285,MFH,1970,42
65286,MFH,1982,16
65287,MFH,1933,45
65288,MFH,1903,38
65289,MFH,1980,23
65290,MFH,1971,56
65291,MFH,1986,41
65292,MFH,1930,11
65293,MFH,1948,39
65294,MFH,1916,15
65295,MFH,1923,43
65296,MFH,1974,16
65297,MFH,2006,44
65298,MFH,1965,52
65299,MFH,1907,24
65300,MFH,1937,50
65301,MFH,1900,43
65302,MFH,1918,12
65303,MFH,1986,49
65304,MFH,1956,37
65305,MFH,1970,38
65306,MFH,1970,17
65307,MFH,1940,52
65308,MFH,1974,25
65309,MFH,1984,52
65310,MFH,1923,29
65311,MFH,1960,53
65312,MFH,1922,45
65313,MFH,1906,20
65314,MFH,1999,35
65315,MFH,1938,16
65316,MFH,1947,21
65317,MFH,2018,11
65318,MFH,1924,42
65319,MFH,1900,31
65320,MFH,1941,38
65321,MFH,1971,15
65322,MFH,1995,41
65323,MFH,1924,34
65324,MFH,1975,16
65325,MFH,1954,16
65326,MFH,1910,41
65327,MFH,1991,30
65328,MFH,1995,17
65329,MFH,1928,34
65330,MFH,2004,56
65331,MFH,1993,51
65332,MFH,2001,40
65333,MFH,1991,46
65334,MFH,1955,49
65335,MFH,1944,31
65336,MFH,1971,55
65337,MFH,1918,24
65338,MFH,1924,20
65339,MFH,1992,55
65340,MFH,1977,59
65341,MFH,1995,51
65342,MFH,1925,21
65343,MFH,1955,59
65344,MFH,1983,18
65345,MFH,1912,31
65346,MFH,1943,36
65347,MFH,1910,59
65348,MFH,1978,42
65349,MFH,1986,14
65350,MFH,1909,46
65351,MFH,1963,17
65352,MFH,1994,19
65353,MFH,2010,38
65354,MFH,2014,16
65355,MFH,2009,25
65356,MFH,2017,37
65357,MFH,1951,17
65358,MFH,1960,53
65359,MFH,2008,20
65360,MFH,1910,12
65361,MFH,1992,22
65362,MFH,1960,37
65363,MFH,1918,13
65364,MFH,2016,34
65365,MFH,1954,50
65366,MFH,1980,55
65367,MFH,1955,17
65368,MFH,1989,19
65369,MFH,1960,51
65370,MFH,1931,52
65371,MFH,1915,25
65372,MFH,1957,25
65373,MFH,1917,17
65374,MFH,1922,32
65375,MFH,1993,44
65376,MFH,1964,52
65377,MFH,1964,39
65378,MFH,1974,45
65379,MFH,2011,36
65380,MFH,1991,25
65381,MFH,1935,34
65382,MFH,1949,46
65383,MFH,1982,21
65384,MFH,1923,16
65385,MFH,2011,23
65386,MFH,1986,27
65387,MFH,2004,59
65388,MFH,1934,31
65389,MFH,1951,56
65390,MFH,2011,48
65391,MFH,2007,45
65392,MFH,1908,32
65393,MFH,1942,24
65394,MFH,1942,40
65395,MFH,1974,25
65396,MFH,1947,26
65397,MFH,2008,26
65398,MFH,1998,26
65399,MFH,1935,47
65400,MFH,1983,51
65401,MFH,1972,29
65402,MFH,1950,28
65403,MFH,1958,31
65404,MFH,1928,51
65405,MFH,1937,25
65406,MFH,1967,55
65407,MFH,2001,55
65408,MFH,1917,11
65409,MFH,1996,43
65410,MFH,2005,54
65411,MFH,1914,36
65412,MFH,1963,32
65413,MFH,1903,25
65414,MFH,2007,58
65415,MFH,2001,13
65416,MFH,1946,11
65417,MFH,1981,27
65418,MFH,1938,36
65419,MFH,1925,43
65420,MFH,1911,10
65421,MFH,1976,46
65422,MFH,1901,21
65423,MFH,1924,53
65424,MFH,1950,34
65425,MFH,1910,14
65426,MFH,2019,56
65427,MFH,2018,30
65428,MFH,1990,52
65429,MFH,1986,48
65430,MFH,1923,17
65431,MFH,1926,37
65432,MFH,1945,56
65433,MFH,1980,24
65434,MFH,1909,53
65435,MFH,2006,38
65436,MFH,2004,57
65437,MFH,1972,13
65438,MFH,2011,30
65439,MFH,1976,24
65440,MFH,1923,26
65441,MFH,1904,15
65442,MFH,2011,43
65443,MFH,1975,49
65444,MFH,1905,56
65445,MFH,1914,37
65446,MFH,1903,37
65447,MFH,1938,26
65448,MFH,2016,27
65449,MFH,1922,52
65450,MFH,1900,12
65451,MFH,1901,44
65452,MFH,1910,37
65453,MFH,1932,38
65454,MFH,1914,41
65455,MFH,1901,57
65456,MFH,1929,27
65457,MFH,1937,26
65458,MFH,1924,13
65459,MFH,1990,35
65460,MFH,1909,25
65461,MFH,1956,40
65462,MFH,1963,23
65463,MFH,1958,44
65464,MFH,1910,33
65465,MFH,1957,45
65466,MFH,2014,34
65467,MFH,1929,35
65468,MFH,2009,14
65469,MFH,1959,18
65470,MFH,1977,43
65471,MFH,1956,23
65472,MFH,1931,10
65473,MFH,1921,29
65474,MFH,1910,52
65475,MFH,1965,52
65476,MFH,1952,28
65477,MFH,1944,24
65478,MFH,1943,18
65479,MFH,1934,32
65480,MFH,2011,41
65481,MFH,1926,30
65482,MFH,1917,19
65483,MFH,1949,51
65484,MFH,1980,28
65485,MFH,1989,26
65486,MFH,1924,15
65487,MFH,1982,51
65488,MFH,2003,26
65489,MFH,1968,17
65490,MFH,1969,11
65491,MFH,1946,45
65492,MFH,1962,45
65493,MFH,1985,14
65494,MFH,2010,13
65495,MFH,2015,44
65496,MFH,1928,48
65497,MFH,1927,25
65498,MFH,1913,22
65499,MFH,1939,49
65500,MFH,2012,31
65501,MFH,1993,21
65502,MFH,1998,46
65503,MFH,1959,48
65504,MFH,1974,11
65505,MFH,1980,47
65506,MFH,1956,37
65507,MFH,1979,21
65508,MFH,1915,38
65509,MFH,1942,14
65510,MFH,2002,30
65511,MFH,1963,13
65512,MFH,1959,53
65513,MFH,1917,36
65514,MFH,1910,58
65515,MFH,2018,53
65516,MFH,2012,24
65517,MFH,1993,47
65518,MFH,1936,37
65519,MFH,1978,40
65520,MFH,1968,45
65521,MFH,1943,57
65522,MFH,1991,54
65523,MFH,1947,34
65524,MFH,2002,24
65525,MFH,1958,17
65526,MFH,1937,13
65527,MFH,2011,19
65528,MFH,1975,46
65529,MFH,1998,17
65530,MFH,1958,51
65531,MFH,1923,29
65532,MFH,2000,31
65533,MFH,1916,51
65534,MFH,1907,22
65535,MFH,1928,10
65536,MFH,1925,42
65537,MFH,1967,32
65538,MFH,1918,37
65539,MFH,1952,37
65540,MFH,1956,15
65541,MFH,1976,58
65542,MFH,1968,50
65543,MFH,1914,41
65544,MFH,1971,49
65545,MFH,1939,41
65546,MFH,2016,27
65547,MFH,1910,52
65548,MFH,2010,36
65549,MFH,1903,21
65550,MFH,1973,21
65551,MFH,2009,15
65552,MFH,1926,19
65553,MFH,1972,24
65554,MFH,1919,11
65555,MFH,1909,33
65556,MFH,1948,35
65557,MFH,1917,17
65558,MFH,1926,14
65559,MFH,1985,27
65560,MFH,1960,10
65561,MFH,1927,11
65562,MFH,1989,46
65563,MFH,1968,25
65564,MFH,1962,25
65565,MFH,1954,41
65566,MFH,1989,21
65567,MFH,1957,20
65568,MFH,1955,17
65569,MFH,1937,56
65570,MFH,1909,19
65571,MFH,2014,31
65572,MFH,1918,34
65573,MFH,1939,55
65574,MFH,2008,16
65575,MFH,1980,38
65576,MFH,1959,52
65577,MFH,1965,29
65578,MFH,1947,33
65579,MFH,2004,42
65580,MFH,1902,59
65581,MFH,1975,47
65582,MFH,1939,20
65583,MFH,1952,53
65584,MFH,1912,17
65585,MFH,2002,33
65586,MFH,1953,32
65587,MFH,1968,18
65588,MFH,1973,33
65589,MFH,1943,57
65590,MFH,2010,33
65591,MFH,1986,51
65592,MFH,1944,37
65593,MFH,2009,26
65594,MFH,1949,28
65595,MFH,1930,35
65596,MFH,1959,57
65597,MFH,2018,53
65598,MFH,2008,33
65599,MFH,2008,51
65600,MFH,1966,10
65601,MFH,1952,51
65602,MFH,1917,11
65603,MFH,1941,20
65604,MFH,1945,19
65605,MFH,1986,14
65606,MFH,1913,40
65607,MFH,1907,15
65608,MFH,1979,32
65609,MFH,1937,24
65610,MFH,1985,31
65611,MFH,1924,56
65612,MFH,1987,50
65613,MFH,1981,52
65614,MFH,2014,51
65615,MFH,1945,28
65616,MFH,2007,59
65617,MFH,2011,19
65618,MFH,1999,55
65619,MFH,2018,19
65620,MFH,1915,15
65621,MFH,1904,42
65622,MFH,2002,15
65623,MFH,1937,17
65624,MFH,1958,36
65625,MFH,1903,33
65626,MFH,1993,20
65627,MFH,2014,20
65628,MFH,1960,21
65629,MFH,1955,42
65630,MFH,1909,57
65631,MFH,1936,54
65632,MFH,1955,23
65633,MFH,1983,48
65634,MFH,1959,33
65635,MFH,1936,21
65636,MFH,1995,23
65637,MFH,1919,50
65638,MFH,1911,53
65639,MFH,1969,24
65640,MFH,1937,28
65641,MFH,1941,56
65642,MFH,2004,16
65643,MFH,1924,24
65644,MFH,1954,30
65645,MFH,2009,54
65646,MFH,2004,23
65647,MFH,1923,14
65648,MFH,1962,11
65649,MFH,1900,34
65650,MFH,1932,34
65651,MFH,1920,58
65652,MFH,1958,37
65653,MFH,2012,41
65654,MFH,2003,39
65655,MFH,1968,44
65656,MFH,2002,50
65657,MFH,1920,44
65658,MFH,1963,27
65659,MFH,1942,28
65660,MFH,1983,44
65661,MFH,1943,20
65662,MFH,1969,14
65663,MFH,2003,23
65664,MFH,1938,29
65665,MFH,1924,14
65666,MFH,2016,10
65667,MFH,2007,24
65668,MFH,1949,59
65669,MFH,1945,37
65670,MFH,1988,37
65671,MFH,1944,40
65672,MFH,1906,17
65673,MFH,1975,43
65674,MFH,1910,21
65675,MFH,1904,46
65676,MFH,1911,17
65677,MFH,1986,18
65678,MFH,1955,49
65679,MFH,1929,46
65680,MFH,1913,35
65681,MFH,1934,17
65682,MFH,1977,15
65683,MFH,1904,58
65684,MFH,1973,26
65685,MFH,1919,46
65686,MFH,1911,25
65687,MFH,1949,58
65688,MFH,1900,30
65689,MFH,2003,50
65690,MFH,1986,39
65691,MFH,2006,47
65692,MFH,1976,49
65693,MFH,1959,19
65694,MFH,1995,34
65695,MFH,1963,47
65696,MFH,1985,11
65697,MFH,1988,10
65698,MFH,1969,37
65699,MFH,1900,14
65700,MFH,2015,32
65701,MFH,1991,43
65702,MFH,1977,16
65703,MFH,1910,46
65704,MFH,1913,14
65705,MFH,1934,31
65706,MFH,1908,15
65707,MFH,1984,16
65708,MFH,1908,22
65709,MFH,1908,53
65710,MFH,2010,47
65711,MFH,2004,35
65712,MFH,1991,12
65713,MFH,2010,46
65714,MFH,2019,11
65715,MFH,1999,37
65716,MFH,1951,48
65717,MFH,1978,25
65718,MFH,1982,15
65719,MFH,1967,39
65720,MFH,1981,18
65721,MFH,1920,26
65722,MFH,1935,29
65723,MFH,1926,45
65724,MFH,1950,39
65725,MFH,1980,41
65726,MFH,1903,44
65727,MFH,1904,59
65728,MFH,1903,56
65729,MFH,1975,45
65730,MFH,1948,44
65731,MFH,1984,13
65732,MFH,1988,47
65733,MFH,1932,21
65734,MFH,1905,17
65735,MFH,2002,32
65736,MFH,1985,56
65737,MFH,1907,13
65738,MFH,1981,54
65739,MFH,1964,18
65740,MFH,1902,23
65741,MFH,1996,23
65742,MFH,1992,11
65743,MFH,1912,14
65744,MFH,1984,48
65745,MFH,2009,45
65746,MFH,1955,23
65747,MFH,1932,41
65748,MFH,1934,28
65749,MFH,1916,24
65750,MFH,1979,32
65751,MFH,1963,17
65752,MFH,2016,48
65753,MFH,1972,52
65754,MFH,1934,35
65755,MFH,1952,18
65756,MFH,1995,29
65757,MFH,1905,42
65758,MFH,1929,14
65759,MFH,1954,13
65760,MFH,1933,20
65761,MFH,2008,10
65762,MFH,1905,37
65763,MFH,1909,28
65764,MFH,1911,23
65765,MFH,1950,36
65766,MFH,1961,50
65767,MFH,1950,56
65768,MFH,1998,55
65769,MFH,1999,46
65770,MFH,1982,13
65771,MFH,1997,45
65772,MFH,1980,33
65773,MFH,1910,55
65774,MFH,1945,56
65775,MFH,2015,35
65776,MFH,1978,20
65777,MFH,1958,58
65778,MFH,1997,48
65779,MFH,1996,12
65780,MFH,1948,34
65781,MFH,1974,16
65782,MFH,1925,21
65783,MFH,1955,47
65784,MFH,1935,58
65785,MFH,1985,15
65786,MFH,1977,33
65787,MFH,2011,47
65788,MFH,1969,30
65789,MFH,1949,14
65790,MFH,1928,37
65791,MFH,2002,53
65792,MFH,2007,28
65793,MFH,2005,28
65794,MFH,1962,51
65795,MFH,1987,22
65796,MFH,2014,50
65797,MFH,1925,31
65798,MFH,1900,41
65799,MFH,1939,40
65800,MFH,1976,33
65801,MFH,2005,25
65802,MFH,2016,43
65803,MFH,1929,53
65804,MFH,1921,44
65805,MFH,2004,52
65806,MFH,1914,18
65807,MFH,1989,10
65808,MFH,1990,40
65809,MFH,1912,22
65810,MFH,1918,46
65811,MFH,1956,56
65812,MFH,1942,31
65813,MFH,2002,57
65814,MFH,1914,44
65815,MFH,1997,45
65816,MFH,2016,15
65817,MFH,1965,29
65818,MFH,2005,56
65819,MFH,2000,48
65820,MFH,1902,19
65821,MFH,1945,36
65822,MFH,1930,15
65823,MFH,2005,36
65824,MFH,1955,56
65825,MFH,1917,26
65826,MFH,1965,17
65827,MFH,2013,37
65828,MFH,1953,11
65829,MFH,1945,40
65830,MFH,1968,11
65831,MFH,1977,51
65832,MFH,2005,13
65833,MFH,2019,45
65834,MFH,1977,28
65835,MFH,1976,48
65836,MFH,1942,36
65837,MFH,1998,41
65838,MFH,1923,26
65839,MFH,1934,35
65840,MFH,1950,38
65841,MFH,1934,49
65842,MFH,1967,22
65843,MFH,1965,50
65844,MFH,2005,10
65845,MFH,1985,15
65846,MFH,2011,35
65847,MFH,1966,24
65848,MFH,2018,50
65849,MFH,1929,47
65850,MFH,1995,57
65851,MFH,1940,20
65852,MFH,1982,39
65853,MFH,1974,59
65854,MFH,1918,43
65855,MFH,1968,28
65856,MFH,1931,59
65857,MFH,1919,14
65858,MFH,1945,41
65859,MFH,1933,35
65860,MFH,2001,30
65861,MFH,2005,46
65862,MFH,1929,42
65863,MFH,1981,51
65864,MFH,1916,52
65865,MFH,1990,28
65866,MFH,2013,51
65867,MFH,1983,21
65868,MFH,1924,32
65869,MFH,1922,38
65870,MFH,1961,12
65871,MFH,1905,27
65872,MFH,1912,30
65873,MFH,2001,18
65874,MFH,1992,37
65875,MFH,2002,52
65876,MFH,1961,24
65877,MFH,1917,26
65878,MFH,1905,44
65879,MFH,1919,57
65880,MFH,1935,37
65881,MFH,2003,13
65882,MFH,2011,45
65883,MFH,2012,31
65884,MFH,2014,20
65885,MFH,2014,27
65886,MFH,1958,11
65887,MFH,1910,41
65888,MFH,2010,16
65889,MFH,1971,27
65890,MFH,2018,34
65891,MFH,1976,26
65892,MFH,1972,48
65893,MFH,1967,47
65894,MFH,2000,46
65895,MFH,1906,41
65896,MFH,1938,25
65897,MFH,1904,39
65898,MFH,1975,21
65899,MFH,1936,11
65900,MFH,1910,24
65901,MFH,1998,58
65902,MFH,1964,48
65903,MFH,1927,57
65904,MFH,1916,54
65905,MFH,2003,32
65906,MFH,1962,33
65907,MFH,1977,25
65908,MFH,1933,31
65909,MFH,1975,31
65910,MFH,1937,46
65911,MFH,1965,30
65912,MFH,1953,14
65913,MFH,1963,51
65914,MFH,1960,14
65915,MFH,1919,31
65916,MFH,1931,40
65917,MFH,1924,28
65918,MFH,1937,43
65919,MFH,1973,17
65920,MFH,1965,57
65921,MFH,1919,36
65922,MFH,1991,12
65923,MFH,1974,47
65924,MFH,1909,10
65925,MFH,1901,50
65926,MFH,1906,47
65927,MFH,1960,29
65928,MFH,1915,10
65929,MFH,1927,23
65930,MFH,2012,28
65931,MFH,1906,55
65932,MFH,1928,26
65933,MFH,1980,17
65934,MFH,1959,38
65935,MFH,1901,56
65936,MFH,1972,17
65937,MFH,1978,44
65938,MFH,1968,29
65939,MFH,1936,44
65940,MFH,1953,55
65941,MFH,2016,40
65942,MFH,1914,21
65943,MFH,1994,59
65944,MFH,1978,44
65945,MFH,1948,36
65946,MFH,1992,32
65947,MFH,1903,14
65948,MFH,1946,48
65949,MFH,1981,13
65950,MFH,1995,23
65951,MFH,1938,10
65952,MFH,1902,28
65953,MFH,1915,47
65954,MFH,1962,42
65955,MFH,1925,38
65956,MFH,1936,43
65957,MFH,1907,37
65958,MFH,1925,46
65959,MFH,2009,35
65960,MFH,2003,43
65961,MFH,1995,58
65962,MFH,1921,57
65963,MFH,1953,19
65964,MFH,2013,45
65965,MFH,2019,46
65966,MFH,1957,53
65967,MFH,1906,20
65968,MFH,1913,50
65969,MFH,1988,20
65970,MFH,1968,44
65971,MFH,2014,43
65972,MFH,1994,37
65973,MFH,1948,18
65974,MFH,2011,41
65975,MFH,1922,37
65976,MFH,2007,58
65977,MFH,1957,59
65978,MFH,1971,55
65979,MFH,1995,10
65980,MFH,1912,33
65981,MFH,1983,26
65982,MFH,1907,44
65983,MFH,1957,59
65984,MFH,1933,35
65985,MFH,1932,37
65986,MFH,2006,55
65987,MFH,2009,15
65988,MFH,2005,59
65989,MFH,2019,28
65990,MFH,1991,46
65991,MFH,1990,26
65992,MFH,1942,56
65993,MFH,1965,22
65994,MFH,1951,32
65995,MFH,1930,29
65996,MFH,1934,14
65997,MFH,1957,38
65998,MFH,1913,48
65999,MFH,1940,12
66000,MFH,1990,56
66001,MFH,2019,57
66002,MFH,1918,24
66003,MFH,1940,14
66004,MFH,1954,33
66005,MFH,1909,40
66006,MFH,1914,45
66007,MFH,1994,48
66008,MFH,2003,19
66009,MFH,1981,44
66010,MFH,1972,19
66011,MFH,2006,45
66012,MFH,1964,59
66013,MFH,2010,18
66014,MFH,1931,53
66015,MFH,1930,27
66016,MFH,1965,41
66017,MFH,1975,40
66018,MFH,2017,19
66019,MFH,1989,28
66020,MFH,1917,11
66021,MFH,1911,11
66022,MFH,1924,34
66023,MFH,2001,45
66024,MFH,1987,42
66025,MFH,2019,20
66026,MFH,2003,41
66027,MFH,1954,21
66028,MFH,1924,30
66029,MFH,1901,31
66030,MFH,1967,52
66031,MFH,1952,48
66032,MFH,1960,10
66033,MFH,1989,15
66034,MFH,1924,26
66035,MFH,1928,55
66036,MFH,1912,55
66037,MFH,1933,14
66038,MFH,1985,56
66039,MFH,1910,17
66040,MFH,1972,42
66041,MFH,1993,29
66042,MFH,1987,43
66043,MFH,1977,23
66044,MFH,2000,21
66045,MFH,2002,42
66046,MFH,1968,51
66047,MFH,2004,34
66048,MFH,1938,26
66049,MFH,1968,51
66050,MFH,1954,50
66051,MFH,1957,58
66052,MFH,1923,26
66053,MFH,1921,26
66054,MFH,2005,45
66055,MFH,1943,51
66056,MFH,1939,54
66057,MFH,1977,21
66058,MFH,1909,11
66059,MFH,1976,32
66060,MFH,1910,27
66061,MFH,2014,28
66062,MFH,1968,43
66063,MFH,1900,32
66064,MFH,1941,16
66065,MFH,2018,12
66066,MFH,1980,12
66067,MFH,1982,37
66068,MFH,1943,36
66069,MFH,1958,55
66070,MFH,1982,26
66071,MFH,2013,39
66072,MFH,1929,41
66073,MFH,1910,21
66074,MFH,1934,21
66075,MFH,1961,30
66076,MFH,1982,22
66077,MFH,2006,24
66078,MFH,1973,32
66079,MFH,1973,33
66080,MFH,1965,54
66081,MFH,2001,10
66082,MFH,1965,51
66083,MFH,1903,34
66084,MFH,1965,21
66085,MFH,1942,13
66086,MFH,1990,33
66087,MFH,1930,51
66088,MFH,1992,44
66089,MFH,2012,49
66090,MFH,1933,21
66091,MFH,1963,37
66092,MFH,1932,48
66093,MFH,1968,20
66094,MFH,1971,41
66095,MFH,1982,57
66096,MFH,2008,36
66097,MFH,1971,26
66098,MFH,1964,15
66099,MFH,1921,14
66100,MFH,1990,38
66101,MFH,1941,16
66102,MFH,1934,30
66103,MFH,1915,17
66104,MFH,2001,12
66105,MFH,1953,49
66106,MFH,2013,26
66107,MFH,1932,57
66108,MFH,1942,55
66109,MFH,1983,37
66110,MFH,1963,35
66111,MFH,1990,23
66112,MFH,1952,53
66113,MFH,1953,58
66114,MFH,2007,27
66115,MFH,1979,13
66116,MFH,1981,30
66117,MFH,2017,39
66118,MFH,2018,44
66119,MFH,1940,51
66120,MFH,1905,49
66121,MFH,2013,56
66122,MFH,1977,27
66123,MFH,1937,57
66124,MFH,1994,52
66125,MFH,2014,56
66126,MFH,1925,27
66127,MFH,1949,56
66128,MFH,2006,42
66129,MFH,1912,36
66130,MFH,2009,52
66131,MFH,1960,22
66132,MFH,1926,24
66133,MFH,1968,43
66134,MFH,1975,35
66135,MFH,1978,39
66136,MFH,2019,59
66137,MFH,1941,28
66138,MFH,1924,27
66139,MFH,1997,22
66140,MFH,1953,57
66141,MFH,1989,10
66142,MFH,1923,25
66143,MFH,1935,57
66144,MFH,1935,19
66145,MFH,1991,36
66146,MFH,1962,14
66147,MFH,1983,42
66148,MFH,1947,12
66149,MFH,2005,12
66150,MFH,1971,32
66151,MFH,2013,48
66152,MFH,1999,56
66153,MFH,1991,27
66154,MFH,2009,53
66155,MFH,2000,16
66156,MFH,1980,31
66157,MFH,2008,13
66158,MFH,1935,33
66159,MFH,1939,18
66160,MFH,1935,29
66161,MFH,1952,18
66162,MFH,1951,52
66163,MFH,1980,45
66164,MFH,1985,28
66165,MFH,1973,43
66166,MFH,1935,37
66167,MFH,2008,40
66168,MFH,1999,44
66169,MFH,2012,24
66170,MFH,1965,48
66171,MFH,1907,18
66172,MFH,1952,32
66173,MFH,1903,58
66174,MFH,1902,21
66175,MFH,1969,11
66176,MFH,1909,53
66177,MFH,1994,47
66178,MFH,1973,40
66179,MFH,1908,26
66180,MFH,1974,21
66181,MFH,1964,21
66182,MFH,1942,12
66183,MFH,1920,37
66184,MFH,1983,15
66185,MFH,1985,47
66186,MFH,1915,16
66187,MFH,1909,13
66188,MFH,1935,44
66189,MFH,1922,57
66190,MFH,1948,20
66191,MFH,2018,16
66192,MFH,1990,49
66193,MFH,2005,15
66194,MFH,1947,26
66195,MFH,1987,11
66196,MFH,1919,38
66197,MFH,1955,53
66198,MFH,2006,21
66199,MFH,1995,36
66200,MFH,1995,41
66201,MFH,1979,34
66202,MFH,1996,35
66203,MFH,1943,49
66204,MFH,1914,37
66205,MFH,2005,54
66206,MFH,1948,51
66207,MFH,2009,54
66208,MFH,1948,32
66209,MFH,1939,41
66210,MFH,1944,17
66211,MFH,1920,38
66212,MFH,1935,44
66213,MFH,1992,33
66214,MFH,1909,12
66215,MFH,1970,37
66216,MFH,1992,31
66217,MFH,1936,12
66218,MFH,2002,57
66219,MFH,1947,34
66220,MFH,1943,58
66221,MFH,1961,11
66222,MFH,2004,33
66223,MFH,1958,45
66224,MFH,1942,25
66225,MFH,1918,18
66226,MFH,2003,13
66227,MFH,1958,47
66228,MFH,1994,24
66229,MFH,1914,42
66230,MFH,1978,49
66231,MFH,1919,58
66232,MFH,1918,15
66233,MFH,1902,28
66234,MFH,1995,44
66235,MFH,1922,47
66236,MFH,1932,22
66237,MFH,1956,39
66238,MFH,2013,16
66239,MFH,1920,18
66240,MFH,1912,21
66241,MFH,1920,58
66242,MFH,2017,14
66243,MFH,1970,35
66244,MFH,1962,41
66245,MFH,1987,57
66246,MFH,1987,21
66247,MFH,1938,15
66248,MFH,1914,14
66249,MFH,1950,25
66250,MFH,1932,47
66251,MFH,1950,50
66252,MFH,1912,40
66253,MFH,2009,18
66254,MFH,2016,50
66255,MFH,1913,55
66256,MFH,1917,19
66257,MFH,1976,49
66258,MFH,1921,36
66259,MFH,2013,34
66260,MFH,1943,52
66261,MFH,1912,10
